name,description,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127
Barack Obama,"Official portrait, 2012",-0.07330650799999999,0.072975732,0.036408644,-0.068589501,-0.013949841999999999,0.010148655999999999,-0.049087650999999996,-0.094894782,0.208522901,-0.104526699,0.24242787100000002,0.095354237,-0.212426767,-0.116593294,0.074026391,0.099060841,-0.181986555,-0.031631105,-0.084347554,-0.104699112,0.038827576,-0.008835883000000001,0.109878987,-0.035466608,-0.10367660199999999,-0.35503819600000003,-0.086337186,-0.148660764,0.05113538,-0.081940368,-0.05785954,-0.0015062970000000002,-0.168495387,-0.104643576,0.00466083,-0.031630121000000004,-0.052840963,-0.05295226,0.238116205,0.0061200790000000005,-0.113452576,0.06981042,0.019782715,0.17882019300000002,0.27212503600000004,0.040763177000000005,0.000600597,-0.085559286,0.13845865400000001,-0.256288022,0.074024118,0.12103970300000001,0.08688057199999999,0.063154578,0.083346844,-0.18153820899999998,0.020307004,0.077593893,-0.191685557,0.031074962,0.051029023,-0.086824924,-0.073300168,0.039311673,0.215938732,0.140426427,-0.11490935099999999,-0.09936855,0.128882855,-0.051555172,0.038787067,0.029789731,-0.19442765399999998,-0.20399493,-0.222883895,0.08979500800000001,0.321444243,0.170478955,-0.165593028,0.001788558,-0.199240848,0.046270069000000004,0.072852209,0.004458265,-0.06202314,-0.121742755,-0.0179845,0.029771952,0.09314414900000001,-0.008365326999999999,-0.069430515,0.261812538,0.003077478,0.074440978,0.011747351000000001,0.040289536,-0.10533107800000001,-0.039210495,-0.166166857,-0.038437031,0.05645936,-0.079919212,0.067138106,0.148294628,-0.24867540600000002,0.10320531599999999,-0.013483152,-0.006231581,0.079498485,0.00145913,-0.056074567,-0.030956911,0.084632143,-0.26772564600000004,0.257837713,0.23040759600000002,0.045002703,0.174503908,0.059996158,0.031390324,-0.012461867,-0.008681656,-0.177753493,-0.020886889,0.027018722000000002,0.0761768,0.02980007,0.027453994
Donald Trump,"45th President of the United States January 20, 2017",-0.117319755,0.10658098,0.0029871890000000003,0.035111427,-0.13850875199999998,-0.019852312,0.050916333,-0.194598347,-0.006763831,-0.062006142,0.16716331199999998,-0.092818879,-0.36068207,-0.10566180900000001,0.051351376,0.101637483,-0.16994299,-0.142838359,-0.158187479,-0.103898652,0.009085579,-0.025743295,-0.038576442999999995,-0.050297025999999995,-0.111994199,-0.21270135,-0.057908438,-0.104595348,0.004355647,-0.049631462,0.106716983,0.013894739,-0.24225111300000002,-0.093572393,0.020653866,0.047043938,-0.09710945900000001,-0.084100336,0.11855719999999999,-0.019400413999999998,-0.145898744,-0.012141148000000001,0.068346024,0.22873655,0.188573703,0.021161162999999997,-0.027965447,-0.08736255,0.109315835,-0.249510184,-0.030195782,0.140714511,0.119044192,0.131589606,0.019445346999999998,-0.14229594199999998,0.105073214,0.119558796,-0.242689028,0.025213746000000002,0.119326226,-0.14299984300000002,-0.013824029,-0.050509597999999996,0.145465657,0.083140224,-0.029209325,-0.133129865,0.23046582899999998,-0.201926857,-0.133473918,0.036592156,-0.056432061,-0.136153802,-0.311343759,-0.012663401999999999,0.366886675,0.170150802,-0.138632119,-0.09477938,-0.08598996699999999,-0.009115383000000001,0.038143296,0.037852626,-0.040576771,-0.102724195,-0.08567068,-0.004548781,0.222049743,-0.062541388,-0.001918496,0.22802212800000002,0.052896008,-0.110148944,0.06648707400000001,-0.030198937000000002,-0.09993849699999999,-0.033735964,-0.10148816599999999,-0.076537885,-0.014011956,-0.212317273,0.053974595,0.13698670300000002,-0.170035198,0.185975969,-0.01084968,-0.008690193,-0.048293370999999995,-0.092978999,-0.008614241,0.05864059200000001,0.149299458,-0.22081224600000002,0.24812226,0.21677665399999999,6.26e-05,0.086249039,0.009599889,0.086114094,-0.08363656,-0.038684439,-0.19174648800000002,-0.178456306,-0.010482724,0.016900308,-0.010033381999999999,0.038783807000000003
George W. Bush,"2003, 43rd President of the United States",-0.034570765,0.144109994,0.008330441,-0.01843649,-0.164198011,0.045001991,-0.056875564,-0.063012972,0.018656258000000002,0.046525888,0.227296993,-0.08641234800000001,-0.265547305,-0.040620819,-0.029669549,0.14537102,-0.034661852,-0.073809259,-0.189828247,-0.07417158,-0.07801187,-0.006152816,0.064049572,-0.025133832999999998,-0.08485744099999999,-0.31647566,-0.015793832,-0.061992627,0.067228571,-0.098960146,-0.042914763,0.052638069,-0.29351145,-0.061085306,0.030261423,0.071327448,-0.079650551,-0.020262443,0.23034298399999997,0.006026128,-0.137552053,0.070439816,0.11997219199999999,0.19151920100000008,0.163323313,0.063642055,0.037438132,-0.015848771,0.113819905,-0.23487524699999998,0.04350190599999999,0.133069351,0.135024875,0.075848252,0.046653270999999996,-0.118553273,-0.006917643,0.150799572,-0.157447249,0.031223819,-0.013955707,0.0018418420000000002,-0.10579934699999999,-0.125988886,0.264258802,0.119431645,-0.063646458,-0.129143283,0.17019984100000002,-0.11130552,-0.016898954,0.086154409,-0.05301512,-0.102747105,-0.286465526,0.09055458,0.2755588,0.064955771,-0.21709510699999998,-0.014906447,-0.034721613,-0.075308517,-0.037295576000000004,-0.054484382000000005,-0.08875532400000001,-0.016839255,-0.082652524,-0.02096663,0.292979687,-0.116011202,0.061454434,0.20157589,0.033448644,0.014446977,-0.006516722,0.057548832,-0.119634531,-0.084966272,-0.14747934,-0.007116678,0.038268872,-0.151472673,-0.042751286,0.06448852299999999,-0.22142455,0.077546075,-0.033853032000000005,-0.06536284099999999,-0.035625875,0.003917125,-0.056072868,-0.064238444,0.16798993899999998,-0.259192407,0.268950731,0.166678876,-0.06013253,0.045910992000000005,0.102421351,0.066474214,0.0071869659999999995,0.034684971,-0.090270385,-0.209234342,0.076958574,-0.052600469000000004,-0.059292395,0.058161076
George H. W. Bush,"41st President of the United State, 1989",-0.027829971000000002,0.16055834300000002,0.065793142,0.024432277000000002,-0.085387848,0.050358295,-0.045623425,0.007928577,0.043186713,-0.11725866,0.29114320899999996,-0.048633624,-0.334232539,-0.028563954,-0.081334732,0.177514851,-0.09797284,-0.040621437,-0.20263117600000002,-0.114553355,-0.057189196,0.03079816,-0.010742508000000001,-0.09993612,-0.068970665,-0.28697443,-0.029986326,-0.039432339,0.105580196,-0.19147795399999998,0.008224912,0.041585453,-0.200041965,-0.023482952,0.006808621,0.019826241,-0.09342958800000001,-0.06161448,0.206625655,0.041995230999999994,-0.121942081,0.086377099,0.044268869,0.25767540899999997,0.25100708,-0.028104912000000003,-0.0063084809999999995,-0.071277514,0.097362652,-0.286194503,0.026167434,0.124396168,0.158707023,0.13417874300000002,0.087352924,-0.062615126,-0.021164715,0.128060475,-0.136692882,0.006999722,0.029947328999999998,-0.074065618,-0.07389994700000001,-0.057027950999999986,0.111413747,0.022998456,-0.077497132,-0.14827585199999999,0.26559072699999997,-0.165438205,-0.011558398000000001,0.10531762199999999,-0.004647084,-0.11438311599999999,-0.24015151,0.116113961,0.287814528,0.16822279999999998,-0.12650241,0.024245327,-0.023568965,-0.141378656,-0.06108591,0.020207539,-0.058921635,-0.118487656,-0.0014280920000000002,0.068394363,0.237906605,-0.068530753,0.002755203,0.187301263,0.0029533640000000004,-0.066058718,0.023944765,0.00914616,-0.11397174,-0.093708076,-0.127525881,-0.044684022999999996,0.011337908,-0.20587198399999998,-0.06711828,0.077015594,-0.163510442,0.17356218399999998,-0.054478612,-0.069277167,0.023603627000000002,-0.01953185,-0.046197577999999996,0.066918403,0.193219572,-0.2412759810000001,0.26561275100000004,0.170959115,0.031574305,0.036649235,0.12374599300000001,0.046171609,0.047048319000000005,-0.046904322000000005,-0.141353294,-0.245563582,-0.012442192,-0.044299297,-0.02776039,-0.008988207
Xu Jin Jiang,"Actor, Painter",-0.17739701300000002,0.08560617300000001,0.08973430800000001,-0.041364193,-0.031366911000000004,-0.095393836,0.006831845,-0.093006641,0.141848058,-0.060083427,0.247797042,0.01068868,-0.173481539,-0.125125617,-0.064695835,0.143452197,-0.151016042,-0.10462695400000001,-0.10742636,-0.061339408,0.075251818,0.031017071,0.10856566599999999,-0.047972735,-0.007966476,-0.32883709699999997,-0.09400276800000001,-0.039808623,0.09068603800000001,-0.073208392,0.061462253,-0.045666974000000006,-0.25351125,-0.134123594,0.011808201,0.089772105,-0.053900495,-0.08860776599999999,0.20775669800000002,-0.003990308,-0.159822986,-0.003910984,0.07705210900000001,0.28004744600000003,0.13433519,0.088316359,0.00167492,-0.158013195,0.08795540800000001,-0.139145881,0.082546011,0.109227233,0.06689748200000001,0.048172705,0.063013658,-0.134792015,0.095108941,0.105269805,-0.15055318199999998,0.012299655,0.086692542,-0.008165464,-0.060538068,-0.059425640999999994,0.221825525,0.04114927,-0.10172389400000001,-0.186687931,0.125509113,-0.08284554599999999,-0.046941455,0.069123164,-0.10698127699999999,-0.133887604,-0.282087326,0.045618467,0.405878216,0.03114843,-0.146209717,0.04871393,-0.09049013300000001,-0.032935817,0.08409147,0.142976031,-0.07500653,0.057461418,-0.105146714,-0.02428486,0.137890726,-0.016533851999999998,-0.09864910699999999,0.159941971,0.008907525,0.017421073999999998,0.034952469,0.016990773,-0.118306935,0.085882515,-0.166668743,-0.058629840999999995,0.10238770400000001,-0.063776031,-0.028328856,0.080986865,-0.149829224,0.11836661400000001,0.02884499,0.015402616000000001,0.039223254,-0.036987595,-0.113762781,-0.055731542,0.08070948,-0.23471254100000002,0.266034663,0.20867633800000002,0.046733629000000006,0.149654612,0.17904636300000001,0.110628575,0.037186883,0.073251754,-0.168936476,-0.044401724000000004,0.02657713,0.009283971,0.098971009,0.043563452
Chris Hemsworth,"Australian actor, 2019",-0.115545824,0.21370858,0.07526817200000001,-0.046878848,-0.15786683599999998,-0.074586123,-0.067482971,-0.080926456,0.092493206,0.060756844000000004,0.274994344,-0.044585016,-0.28566074399999997,-0.006391689,-0.082211815,0.058495395,-0.203587949,-0.073839135,-0.042987645,-0.051150937,0.06272823400000001,0.057033892999999995,0.088931464,0.084545106,-0.028732836,-0.34001833200000003,-0.045491807,-0.064993627,0.157462895,-0.137890339,0.001197366,0.075627051,-0.26189279600000004,-0.143337846,0.008044624,0.057772454,-0.09219840900000001,-0.134555072,0.21833945800000001,-0.004740427,-0.06099132400000001,-0.007301236999999999,-0.008300455,0.313303024,0.144239321,0.049839154000000004,-0.014750008,-0.071444452,0.072212525,-0.22674614199999998,0.095980041,0.23845291100000002,0.12390662699999999,0.09471999099999999,0.008288528,-0.195391327,0.09608939999999999,0.15666361199999998,-0.263485968,0.11436601,0.08717183,-0.067089148,0.046288427,-0.12817727,0.215453148,0.09383126300000001,-0.060218342,-0.12339506300000001,0.10287498699999999,-0.090196975,-0.042581294000000006,0.12109948699999999,-0.11188779800000001,-0.167004213,-0.19951313699999998,0.038337894,0.279973835,0.155382007,-0.18464399899999998,-0.054839119000000006,-0.11330878,-0.066296294,0.041732669,-0.032063272000000004,-0.098665789,-0.10657182300000001,-0.161806643,0.014948293999999999,0.179380879,0.01672047,-0.113065526,0.28165119899999996,0.017864194,0.01191539,0.070544071,0.028515445,-0.113554612,0.027690263,-0.122730561,0.033173006,-0.011557878,-0.183727115,-0.104661219,0.076092109,-0.14790225,0.079620428,0.029556897000000002,0.030171886000000002,-0.03482563,-0.10147025400000001,-0.189306125,-0.03095335,0.21659973300000002,-0.302618533,0.368318141,0.176257625,0.096388951,0.15273314699999999,0.059202656,0.032687139,0.0028280159999999996,-0.12126153,-0.095832221,-0.101588674,0.108944468,-0.061602257,0.041123763,0.040648486
Bill Clinton,"1993, 42nd President of the United States",-0.044622429000000005,0.10711597699999999,0.042677052,0.011603173,-0.127086416,0.034864001,-0.027793061,-0.10458542400000001,0.028220454,-0.054291867,0.124944717,-0.027265507999999997,-0.251641989,-0.047201049,0.0031411309999999997,0.11260223400000001,-0.081565581,-0.145090818,-0.10946100199999999,-0.097417898,-0.003700868,0.05749429,-0.08798594800000001,-0.023512522,-0.152212054,-0.253112495,-0.047737602000000004,0.005419809,0.022835925,-0.059059516,0.082801729,0.080760427,-0.191455513,-0.01573851,0.008491119,0.07316415,-0.089258894,-0.041813462999999995,0.107228823,0.06059863,-0.171333134,0.041778654,0.033260461,0.298853248,0.25898909600000003,0.065203108,0.016620848,-0.049654525,0.05486527099999999,-0.28774005199999997,0.066390738,0.11414349800000001,0.073326692,0.135622352,-0.052302592,-0.128054723,0.039693523,0.117121503,-0.204445988,0.031572059,0.092165425,-0.198673934,-0.047233082,-0.00655045,0.19962132,0.08387299599999999,-0.039374281000000004,-0.14124958199999998,0.21525920899999998,-0.18968018899999997,-0.117129631,0.052387428,-0.02927555,-0.09757021099999999,-0.282264024,0.098288573,0.400139064,0.17558348199999999,-0.155147761,0.007900208,-0.07123205099999999,0.071872331,0.10762286900000001,0.013753018999999998,-0.018817751,-0.164000854,-0.08124255400000001,0.007986885,0.25419053399999997,-0.029273294,-0.061205283,0.20167397,0.08134067099999999,-0.069630854,0.068632424,0.036930051,-0.047685619000000005,0.019984441000000002,-0.067950681,-0.09228628900000001,0.084619112,-0.08214983299999999,0.080866776,0.144584283,-0.180037215,0.325012326,0.010740051,0.039926603,0.11266958699999999,-0.031767946,-0.03076552,0.004241159,0.17558158899999998,-0.254112452,0.215517595,0.147713244,0.021840621,0.143776879,0.06953448799999999,0.137211666,-0.03291573,-0.064362697,-0.18129146100000001,-0.122612074,0.043527801,-0.0011719039999999999,0.054020125,0.09792655
Alexandra Ciubuc,Student Polytech 1,-0.11101099099999999,0.03093797,0.13944669099999998,-0.095361382,-0.10287232,-0.0100585,-0.075602487,-0.127314225,0.196373865,-0.213425428,0.16626843800000002,0.026589312,-0.191550776,0.125982121,-0.05891557,0.19100049100000002,-0.13495563,-0.1071444,-0.078549512,-0.073889375,0.01953011,0.136181802,0.030605709,0.032258734,-0.052209988,-0.30515891300000003,-0.081211999,0.020723831,0.054678552000000005,0.023196395,-0.036649648,0.051919516,-0.20498921,0.033310622000000005,0.025330056,0.126224861,-0.080056302,-0.133437052,0.18356914800000002,0.013525073,-0.26717239600000003,-0.090671659,0.07590124,0.156022057,0.211577967,0.009652982,0.02090936,-0.10896346,0.139535621,-0.290632486,0.059993542999999996,0.148941919,0.024644673,0.09289582099999999,0.014916221,-0.187310815,0.022763368,0.17116625600000002,-0.137533724,0.025729395,0.140095115,-0.052835207,0.014491937,-0.070408978,0.219890952,0.15336266199999998,-0.149887636,-0.197390094,0.23343446899999998,-0.198734522,-0.094192736,0.055397347,-0.154933512,-0.165959477,-0.334866166,-0.022188048999999998,0.371088386,0.161631331,-0.035358033999999997,0.008190665,-0.063756853,0.036169468999999996,0.01300007,0.118607566,-0.072555587,-0.004793391,-0.048730130999999996,-0.017428193,0.266204983,0.057133455,-0.075117469,0.241189197,-0.001494446,0.009854927,-0.013628376000000001,0.152437717,-0.109228939,-0.065196268,-0.193846047,-0.020692293,-0.058110259000000004,-0.017979195,0.011663888,0.274852484,-0.199695796,0.250385046,-0.117259301,0.031140614,0.029646389,0.05301532900000002,-0.099030055,-0.054726767999999995,0.12844035,-0.12466684,0.11735802099999999,0.16293370699999998,0.099327199,0.13318127400000002,0.10449262,0.134452805,-0.018180323999999998,-0.014873991000000001,-0.269460052,-0.10546133699999999,0.00950045,-0.053017932999999996,0.03836314,0.12070138
Andrei Stuparu,Student Polytech 2,-0.07495195418596268,0.01507932972162962,0.009177211672067642,-0.08345944434404373,-0.08545854687690735,-0.10622260719537736,0.015352461487054825,-0.012012846767902374,0.04389728605747223,-0.0887276828289032,0.2321772277355194,-0.051963288336992264,-0.2729461789131165,-0.09720613062381744,-0.013291197828948498,0.11118984967470168,-0.13569216430187225,-0.13143354654312134,-0.10871663689613342,-0.12027876079082488,0.04222988709807396,0.10676003247499466,-0.04182510823011398,0.0655832290649414,-0.16339001059532166,-0.3365348279476166,-0.044444598257541656,-0.09620410948991777,-0.0824986919760704,-0.1167803481221199,0.009556211531162262,0.14522980153560638,-0.1264391541481018,-0.04679485410451889,0.09489187598228456,0.04313346743583679,-0.04558112844824791,0.009798037819564342,0.19200848042964933,0.09628988057374954,-0.1873906254768372,0.0033506047911942005,0.061526201665401466,0.4066535234451294,0.18833622336387634,0.02286326326429844,-0.039045926183462136,-0.01976339891552925,0.10622354596853256,-0.3058121502399445,0.12243083864450455,0.1524198353290558,0.1175493225455284,0.03952094912528992,0.08956944197416307,-0.08761323243379593,-0.0029188301414251328,0.13607880473136902,-0.28119710087776184,0.019242580980062485,0.0416237935423851,-0.14675641059875488,-0.06658864766359329,-0.1185937076807022,0.12904664874076846,0.06351537257432938,-0.13621948659420013,-0.053209193050861366,0.14434665441513062,-0.18213985860347748,-0.06106216460466385,0.07133933901786804,-0.09910845011472702,-0.2142433077096939,-0.2539462447166443,0.07057537138462068,0.322615385055542,0.2191762775182724,-0.15606683492660522,0.002297368366271257,-0.021339666098356247,-0.03187410533428192,0.11262956261634828,0.0017349689733237028,-0.06251952052116394,0.007150253280997276,-0.04751775786280632,0.12004368752241135,0.13237811625003815,-0.004945189692080021,-0.0792924165725708,0.2315366268157959,-0.005963760428130628,-0.03153911232948303,0.1019446775317192,0.00543964235112071,-0.07363788783550262,-0.04167597740888596,-0.1678064912557602,0.0006467364728450775,0.029222868382930763,-0.14004383981227875,-0.002699459670111537,0.06972292810678482,-0.1683463156223297,0.16883935034275055,0.006581390276551247,-0.06265843659639359,-0.06172516942024231,-0.04502597078680992,-0.09929857403039932,-0.01848068833351136,0.11057084053754808,-0.242539644241333,0.16138474643230438,0.16339117288589478,0.07775264233350754,0.17336508631706238,0.024491412565112114,-0.07567889988422394,-0.03912675753235817,-0.15904203057289126,-0.1718112677335739,-0.0862547755241394,0.13786253333091736,0.033102601766586304,0.1322023570537567,-0.027722088620066643
Thomas Cormier,Student Polytech 3,-0.1650385558605194,0.09377235919237137,0.026933871209621433,-0.06877318024635315,-0.05501634255051613,-0.04139292985200882,-0.009057987481355669,-0.06604593992233276,0.1573021113872528,-0.13230229914188385,0.15638165175914764,0.06149449944496155,-0.2449454814195633,-0.025510746985673904,0.06678928434848785,0.08736226707696915,-0.13047254085540771,-0.15178091824054718,-0.14854806661605835,-0.1467224806547165,0.004829203709959985,0.04303855448961258,0.026644961908459663,0.08409654349088669,-0.16527283191680908,-0.3297677934169769,-0.014445635490119456,-0.03400227054953575,-0.006995273754000664,-0.05999432131648064,0.05373914912343025,0.04692087322473526,-0.20318174362182614,-0.009967952966690063,-0.04085520654916763,0.07423494011163713,-0.0652918666601181,-0.039084039628505714,0.2216455191373825,0.017221445217728615,-0.14768432080745694,0.008678436279296875,-0.02178977243602276,0.3368430435657501,0.2048249840736389,-0.00019717344548553228,0.0724576935172081,-0.03842752054333687,0.11719617247581482,-0.3464274704456329,0.09431102871894836,0.1425945907831192,0.06924799829721451,0.031041532754898068,0.017882540822029114,-0.18887211382389069,-0.009175152517855169,0.13236576318740845,-0.13499173521995544,0.1475217193365097,0.06949608772993088,-0.12250137329101562,-0.0589175820350647,-0.06753253191709517,0.24142448604106906,0.0995139628648758,-0.18602806329727173,-0.06256046891212462,0.10779619216918944,-0.16264981031417847,-0.035824988037347794,0.043235480785369866,-0.12486443668603894,-0.2169359177350998,-0.34712883830070496,0.10291389375925064,0.3451455235481262,0.16730889678001404,-0.1818430721759796,-0.049208614975214005,-0.11081619560718536,0.08607591688632965,0.06487615406513214,0.07704085856676103,-0.1412331461906433,-0.09482041746377944,-0.11489995568990707,0.08526260405778885,0.25564348697662354,0.06944386661052704,-0.14493899047374725,0.2549493014812469,0.08154580742120743,-0.0053220028057694435,5.088374018669128e-05,0.09247492998838423,-0.09335401654243468,-0.09845594316720964,-0.12993572652339935,0.059819143265485764,0.041127510368824005,-0.11207770556211473,-0.0327928438782692,0.1538212150335312,-0.19273461401462555,0.2443351000547409,-0.029407911002635963,0.01416949741542339,0.016599878668785095,0.05656839907169343,-0.16374248266220093,-0.07201530784368515,0.12975680828094482,-0.1854705810546875,0.1645795851945877,0.2582688331604004,0.11396384239196775,0.19707296788692474,0.08092419803142548,0.04398108273744583,-0.0206574946641922,0.05354917794466019,-0.15863007307052612,-0.06871329993009567,0.05331802368164063,0.013644807040691376,0.08638207614421843,0.09054859727621077
